"Year","Class","Name","Gender","Mark","Event","State"
"1979","3A","Thor Bendickson, Tampa Catholic, 1:58.1","Boys"," 1:58.1","880y","Florida"
"1979","2A","Scott Scheffler, Clewiston, 1:57.6","Boys"," 1:57.6","880y","Florida"
"1979","A","Paul McNulty, Trinity Prep (Winter Park), 02:00.2","Boys"," 02:00.2","880y","Florida"
"1980","4A","William Gower, Pinellas Park (Largo), 01:52.7","Boys"," 01:52.7","880y","Florida"
"1980","3A","Thor Bendickson, Tampa Catholic, 1:57.19","Boys"," 1:57.19","880y","Florida"
"1980","2A","Bill Burgstiner, Episcopal (Jacksonville), 02:01.7","Boys"," 02:01.7","880y","Florida"
"1980","A","John Godwin, Freeport, 1:58.71","Boys"," 1:58.71","880y","Florida"
"1981","4A","Victor Shine, Sandalwood (Jacksonville), 01:55.7","Boys"," 01:55.7","880y","Florida"
"1981","3A","Paul Mason, Astronaut (Titusville), 1:57.2","Boys"," 1:57.2","880y","Florida"
"1981","2A","Gregory Jones, Union County (Lake Butler), 02:00.4","Boys"," 02:00.4","880y","Florida"
"1981","A","Dan McQuaig, Montverde Academy, 2:03.6","Boys"," 2:03.6","880y","Florida"
"1982","4A","Joseph Goldstein, Leto (Tampa), 1:54.4","Boys"," 1:54.4","880y","Florida"
"1982","3A","George Tyson, Bishop Moore (Orlando), 01:55.4","Boys"," 01:55.4","880y","Florida"
"1982","2A","William Convey, Ransom Everglades (Miami), 1:58.6","Boys"," 1:58.6","880y","Florida"
"1982","A","Tony Nogueras, St. John Lutheran (Ocala), 01:59.5","Boys"," 01:59.5","880y","Florida"
"1983","4A","Ben Squaire, Forrest (Jacksonville), 1:53.4","Boys"," 1:53.4","880y","Florida"
"1983","3A","Eric Enholm, Milton, 1:55.3","Boys"," 1:55.3","880y","Florida"
"1983","2A","Nate Bryant, Groveland, 1:59.7","Boys"," 1:59.7","880y","Florida"
"1983","A","Kevin Cantrell, Mount Dora Bible, 2:01.2","Boys"," 2:01.2","880y","Florida"
"1984","4A","George Gardner, Oak Ridge (Orlando), 01:53.6","Boys"," 01:53.6","880y","Florida"
"1984","3A","Reggie Sampson, Rickards (Tallahassee), 01:56.1","Boys"," 01:56.1","880y","Florida"
"1984","2A","Jeff Frost, Pahokee, 1:56.6","Boys"," 1:56.6","880y","Florida"
"1984","A","William Lang, Berkeley Prep (Tampa), 1:58.9","Boys"," 1:58.9","880y","Florida"
"1985","4A","William Banks, Lake Gibson (Lakeland), 01:55.0","Boys"," 01:55.0","880y","Florida"
"1985","3A","Scott Woodman, Venice, 1:54.4","Boys"," 1:54.4","880y","Florida"
"1985","2A","Jeff Frost, Pahokee, 1:58.8","Boys"," 1:58.8","880y","Florida"
"1985","A","William Lang, Berkeley Prep (Tampa), 1:57.5","Boys"," 1:57.5","880y","Florida"
"1986","4A","William Lang, Chamberlain (Tampa),","Boys","1:54.65","880y","Florida"
"1971","2A","Randy Russell, Wolfson (Jacksonville), 01:54.3","Boys"," 01:54.3","880y","Florida"
"1986","3A","William Banks, Lake Gibson (Lakeland), 01:56.0","Boys"," 01:56.0","880y","Florida"
"1986","2A","Kristin Smith, Admiral Farragut (St. Petersburg), 1:57.91","Boys"," 1:57.91","880y","Florida"
"1986","A","Clinton Thompson, Palmer (Miami), 1:59.85","Boys"," 1:59.85","880y","Florida"
"1987","4A","Edel Fonseca, Miami Sunset, 1:55.52","Boys"," 1:55.52","880y","Florida"
"1987","3A","Stephen Adderly, Atlantic (Delray Beach), 01:54.0","Boys"," 01:54.0","880y","Florida"
"1987","2A","John Ackerman, Naples, 2:00.52","Boys"," 2:00.52","880y","Florida"
"1987","A","Mike Musick, Lakeland Christian, 2:01.89","Boys"," 2:01.89","880y","Florida"
"1988","4A","Don Zondervan, Dunedin, 1:55.67","Boys"," 1:55.67","880y","Florida"
"1988","3A","Scott Peters, Gainesville, 1:54.3","Boys"," 1:54.3","880y","Florida"
"1988","2A","Walter Burns, Chiefland, 1:59.18","Boys"," 1:59.18","880y","Florida"
"1988","A","Kay Rance, St. John Lutheran (Ocala), 1:56.6","Boys"," 1:56.6","880y","Florida"
"1989","4A","Antonio Martel, Boyd Anderson (Lauderdale Lakes), 1:53.4","Boys"," 1:53.4","880y","Florida"
"1989","3A","Stephen Adderly, Atlantic (Delray Beach), 01:52.6","Boys"," 01:52.6","880y","Florida"
"1989","2A","Archie Clements, Flagler Palm Coast, 01:57.5","Boys"," 01:57.5","880y","Florida"
"1989","A","Stephen Pearson, Pensacola Christian, 02:00.8","Boys"," 02:00.8","880y","Florida"
"1990","4A","Jose Parrilla, South Dade (Homestead), 01:50.6","Boys"," 01:50.6","800m","Florida"
"1990","3A","Stephen Adderly, Atlantic (Delray Beach), 01:53.3","Boys"," 01:53.3","800m","Florida"
"1990","2A","Walter Burns, Chiefland, 1:55.23","Boys"," 1:55.23","800m","Florida"
"1990","A","Michael Musick, Lakeland Christian, 1:57.63","Boys"," 1:57.63","800m","Florida"
"1991","4A","Andy James, Dillard (Fort Lauderdale), 01:51.4","Boys"," 01:51.4","800m","Florida"
"1991","3A","Mike Cruz, St. Cloud, 1:53.7","Boys"," 1:53.7","800m","Florida"
"1991","2A","John Weiskircher, Bishop Kenny (Jacksonville), 1:58.1","Boys"," 1:58.1","800m","Florida"
"1991","A","Michael Musick, Lakeland Christian, 1:54.5","Boys"," 1:54.5","800m","Florida"
"1992","4A","Davidson Gill, Dillard (Fort Lauderdale), 01:54.3","Boys"," 01:54.3","800m","Florida"
"1992","3A","Chris Rogers, Mandarin (Jacksonville), 01:55.7","Boys"," 01:55.7","800m","Florida"
"1992","2A","John Weiskircher, Bishop Kenny (Jacksonville), 1:54.54","Boys"," 1:54.54","800m","Florida"
"1992","A","Amil Aljasir, Admiral Farragut (St. Petersburg), 2:00.67","Boys"," 2:00.67","800m","Florida"
"1993","4A","Davidson Gill, Dillard (Fort Lauderdale), 01:51.8","Boys"," 01:51.8","800m","Florida"
"1993","3A","Martin Calvillo, Southeast (Bradenton), 01:53.2","Boys"," 01:53.2","800m","Florida"
"1993","2A","John Weiskircher, Bishop Kenny (Jacksonville), 1:59.28","Boys"," 1:59.28","800m","Florida"
"1993","A","Reid Montini, Benjamin (North Palm Beach), 2:04.26","Boys"," 2:04.26","800m","Florida"
"1994","5A","Danny Smith, Oak Ridge (Orlando), 1:54.97","Boys"," 1:54.97","800m","Florida"
"1994","4A","Martin Calvillo, Southeast (Bradenton), 01:54.5","Boys"," 01:54.5","800m","Florida"
"1994","3A","Roland Pezino, Haines City, 1:59.99","Boys"," 1:59.99","800m","Florida"
"1994","2A","Zyris Hill, Port St. Joe, 1:59.46","Boys"," 1:59.46","800m","Florida"
"1994","A","William Strawbridge, Lakeland Christian, 02:02.6","Boys"," 02:02.6","800m","Florida"
"1995","6A","Yohanee Haynes, Miami Central, 1:52.24","Boys"," 1:52.24","800m","Florida"
"1995","5A","Joseph Richardson, Wolfson (Jacksonville), 01:55.3","Boys"," 01:55.3","800m","Florida"
"1995","4A","Brian McKean, Bishop Kenny (Jacksonville), 01:57.4","Boys"," 01:57.4","800m","Florida"
"1995","3A","Stephen Bramlett, North Florida Christian (Tallahassee), 2:00.68","Boys"," 2:00.68","800m","Florida"
"1995","2A","Daryl Stalzer, St. John Neumann (Naples), 02:00.7","Boys"," 02:00.7","800m","Florida"
"1996","6A","Moses Washington, Miami Carol City, 01:54.2","Boys"," 01:54.2","800m","Florida"
"1996","5A","Joseph Richardson, Wolfson (Jacksonville), 01:53.9","Boys"," 01:53.9","800m","Florida"
"1996","4A","Kenlord Davis, Cypress Lake (Fort Myers), 01:58.0","Boys"," 01:58.0","800m","Florida"
"1996","3A","Darrin Miller, Tampa Catholic, 1:59.73","Boys"," 1:59.73","800m","Florida"
"1996","2A","Luke Taunton, Wewahitchka, 1:58.88","Boys"," 1:58.88","800m","Florida"
"1997","6A","Moses Washington, Miami Carol City, 01:53.3","Boys"," 01:53.3","800m","Florida"
"1997","5A","Thomas Tyler, Estero, 1:56.02","Boys"," 1:56.02","800m","Florida"
"1997","4A","William Jeffries, Lake Wales, 1:56.64","Boys"," 1:56.64","800m","Florida"
"1997","3A","Marcus Tanner, Chiefland, 1:57.76","Boys"," 1:57.76","800m","Florida"
"1997","2A","Caleb Connor, Maclay (Tallahassee), 2:00.48","Boys"," 2:00.48","800m","Florida"
"1998","6A","Moses Washington, Miami Carol City, 01:50.1","Boys"," 01:50.1","800m","Florida"
"1998","5A","Jorge Tugnon, Boca Raton, 1:55.67","Boys"," 1:55.67","800m","Florida"
"1998","4A","Mario Williams, Raines (Jacksonville), 01:54.4","Boys"," 01:54.4","800m","Florida"
"1998","3A","Kevin Quencer, Ransom Everglades (Miami), 1:54.05","Boys"," 1:54.05","800m","Florida"
"1998","2A","Joseph Taunton, Wewahitchka, 1:55.36","Boys"," 1:55.36","800m","Florida"
"1999","6A","Jean Balon, Miami Central, 1:53.74","Boys"," 1:53.74","800m","Florida"
"1999","5A","Antonio Martin, Seminole (Sanford), 01:56.7","Boys"," 01:56.7","800m","Florida"
"1999","4A","Mario Williams, Raines (Jacksonville), 01:56.3","Boys"," 01:56.3","800m","Florida"
"1999","3A","Kelly Basinger, Bolles (Jacksonville), 1:58.51","Boys"," 1:58.51","800m","Florida"
"1999","2A","Aldo Gonzalez, Benjamin (North Palm Beach), 1:55.63","Boys"," 1:55.63","800m","Florida"
"2000","4A","David Freeman, Hialeah, 1:52.84","Boys"," 1:52.84","800m","Florida"
"2000","3A","Theo Esson, Northeast (Oakland Park), 01:52.5","Boys"," 01:52.5","800m","Florida"
"2000","2A","Daniel Soule, Pensacola Catholic, 1:57.16","Boys"," 1:57.16","800m","Florida"
"2000","A","Aldo Gonzalez, Benjamin (North Palm Beach), 1:55.83","Boys"," 1:55.83","800m","Florida"
"2001","4A","Paul Cross, Flanagan (Pembroke Pines),1:54.78","Boys","1:54.78","800m","Florida"
"2001","3A","Ryan Albertson, Pine Forest (Pensacola),","Boys","01:54.7","800m","Florida"
"2001","2A","Daniel Soule, Pensacola Catholic, 1:54.36","Boys"," 1:54.36","800m","Florida"
"2001","A","Christopher Walkes, Upperroom Christian (Lauderhill), 1:55.58","Boys"," 1:55.58","800m","Florida"
"2002","4A","Paul Cross, South Plantation, 1:50.19","Boys"," 1:50.19","800m","Florida"
"2002","3A","Sam Vazquez, Flagler Palm Coast, 1:51.48","Boys"," 1:51.48","800m","Florida"
"2002","2A","Andrew Martin, Gulliver Prep (Miami), 01:55.3","Boys"," 01:55.3","800m","Florida"
"2002","A","Omar Osbourne, Upperroom Christian (Lauderhill), 1:56.57","Boys"," 1:56.57","800m","Florida"
"2003","4A","Davon Johnson, Homestead, 1:52.01","Boys"," 1:52.01","800m","Florida"
"2003","3A","Sam Vazquez, Flagler Palm Coast, 1:50.77","Boys"," 1:50.77","800m","Florida"
"2003","2A","Erick Ward, Suncoast (Riviera Beach), 01:54.5","Boys"," 01:54.5","800m","Florida"
"2003","A","Patrick Weaver, St. Johns Country Day (Jacksonville), 1:52.79","Boys"," 1:52.79","800m","Florida"
"2004","4A","Chauncey Thompkins, Miami Northwestern, 1:53.55","Boys"," 1:53.55","800m","Florida"
"2004","3A","Timothy Harris, Miami Washington, 1:49.75","Boys"," 1:49.75","800m","Florida"
"2004","2A","Sam Secord, St. Petersburg Catholic, 01:54.9","Boys"," 01:54.9","800m","Florida"
"2004","1A","Justin Taylor, St. Joseph (St. Augustine), 01:52.4","Boys"," 01:52.4","800m","Florida"
"2005","4A","Mikal Ebanks, Miami Norland, 1:54.58","Boys"," 1:54.58","800m","Florida"
"2005","3A","Chris Thomas, Fort Lauderdale, 1:55.52","Boys"," 1:55.52","800m","Florida"
"2005","2A","Joseph Franklin, Godby (Tallahassee), 01:55.9","Boys"," 01:55.9","800m","Florida"
"2005","1A","Justin Taylor, St. Joseph (St. Augustine), 01:55.5","Boys"," 01:55.5","800m","Florida"
"2006","4A","Justin Harbor, Flagler Palm Coast, 1:55.10","Boys"," 1:55.10","800m","Florida"
"2006","3A","Mikail Ebanks, Hallandale, 1:53.53","Boys"," 1:53.53","800m","Florida"
"2006","2A","Joseph Franklin, Godby (Tallahassee), 01:53.5","Boys"," 01:53.5","800m","Florida"
"2006","1A","Fidel Betancourt, Dade Christian (Miami), 01:57.5","Boys"," 01:57.5","800m","Florida"
"2007","4A","Terri Charles, Evans (Orlando), 1:53.54","Boys"," 1:53.54","800m","Florida"
"2007","3A","Brandon Harris, Washington (Miami), 01:54.3","Boys"," 01:54.3","800m","Florida"
"2007","2A","Joseph Franklin, Godby (Tallahassee), 01:54.3","Boys"," 01:54.3","800m","Florida"
"2007","1A","Whitney Strickland, North Florida Christian (Tallahassee), 1:56.86","Boys"," 1:56.86","800m","Florida"
"2008","4A","Charles Lockhart, Flagler Palm Coast, 01:52.2","Boys"," 01:52.2","800m","Florida"
"2008","3A","Hamilton Boykin, Navarre, 1:56.27","Boys"," 1:56.27","800m","Florida"
"2008","2A","Joseph Franklin, Godby (Tallahassee), 01:54.5","Boys"," 01:54.5","800m","Florida"
"2008","1A","Whitney Strickland, North Florida Christian (Tallahassee), 1:56.55","Boys"," 1:56.55","800m","Florida"
"2009","4A","John Mitchell, Durant (Plant City), 1:52.93","Boys"," 1:52.93","800m","Florida"
"2009","3A","Sean Obinwa, Wharton (Tampa), 1:53.56","Boys"," 1:53.56","800m","Florida"
"2009","2A","Darrin Gibson, Robinson (Tampa), 1:53.38","Boys"," 1:53.38","800m","Florida"
"2009","1A","Whitney Strickland, North Florida Christian (Tallahassee), 1:55.67","Boys"," 1:55.67","800m","Florida"
"2010","4A","Cameron Davis, Fleming Island, 1:55.43","Boys"," 1:55.43","800m","Florida"
"2010","3A","Matthew Bevil, Fort Walton Beach, 1:52.82","Boys"," 1:52.82","800m","Florida"
"2010","2A","Terrell Bryant, Godby (Tallahassee), 1:54.93","Boys"," 1:54.93","800m","Florida"
"2010","1A","Robert Hussey, Mount Dora Bible, 1:58.54","Boys"," 1:58.54","800m","Florida"
"2011","4A","Ricy Brown, Countryside (Clearwater), 01:53.5","Boys"," 01:53.5","800m","Florida"
"2011","3A","Isaiah Smith, Lake Weir (Ocala), 1:52.58","Boys"," 1:52.58","800m","Florida"
"2011","2A","Marcus Martinez, Ponte Vedra, 1:55.01","Boys"," 1:55.01","800m","Florida"
"2011","1A","Evan Rosenberg, Trinity Prep (Winter Park), 01:57.3","Boys"," 01:57.3","800m","Florida"
"2012","4A","Otniel Teixeira, Lake Brantley (Altamonte Springs), 1:51.43","Boys"," 1:51.43","800m","Florida"
"2012","3A","Ryan Schnulle, Charlotte (Punta Gorda), 01:53.2","Boys"," 01:53.2","800m","Florida"
"2012","2A","Nicholas Palermo, North Broward Prep (Coconut Creek), 1:54.40","Boys"," 1:54.40","800m","Florida"
"2012","1A","Mario Ojeda, Northside Christian (St. Petersburg), 1:56.10","Boys"," 1:56.10","800m","Florida"
"2013","4A","Andres Arroyo, Colonial (Orlando), 1:54.09","Boys"," 1:54.09","800m","Florida"
"2013","3A","Jonathan Moore, Jefferson (Tampa), 1:55.21","Boys"," 1:55.21","800m","Florida"
"2013","2A","Chris Jackson, Dunnellon, 1:55.42","Boys"," 1:55.42","800m","Florida"
"2013","1A","Connor Cureton, St. Petersburg Catholic, 01:56.1","Boys"," 01:56.1","800m","Florida"
"2014","4A","Kyren Hollis, Olympia (Orlando), 1:54.49","Boys"," 1:54.49","800m","Florida"
"2014","3A","Avery Bartlett, Chiles (Tallahassee), 1:52.27","Boys"," 1:52.27","800m","Florida"
"2014","2A","John Decker, Pine Crest (Fort Lauderdale), 01:55.0","Boys"," 01:55.0","800m","Florida"
"2014","1A","Daniel Welch, Holy Trinity (Melbourne), 01:57.0","Boys"," 01:57.0","800m","Florida"
"2015","4A","Humberto Freire, Columbus, 1:53.03","Boys"," 1:53.03","800m","Florida"
"2015","3A","Avery Barlett, Chiles (Tallahassee), 01:53.1","Boys"," 01:53.1","800m","Florida"
"2015","2A","Vaquan Small, Washington (Miami), 1:57.03","Boys"," 1:57.03","800m","Florida"
"2015","1A","Chris Robin, Calvary Christian, 1:57.23","Boys"," 1:57.23","800m","Florida"
"2016","4A","Justin Pacifico, Flagler Palm, 1:52.91","Boys"," 1:52.91","800m","Florida"
"2016","3A","Joseph Jac Storey, Creekside, 1:56.03","Boys"," 1:56.03","800m","Florida"
"2016","2A","Deandre Petty, Andrew Jackson, 1:56.69","Boys"," 1:56.69","800m","Florida"
"2016","1A","Luke Peterson, Shorecresh Prep, 1:56.76","Boys"," 1:56.76","800m","Florida"
"2017","4A","Jon Rivera, Lakewood Ranch, 1:53.16","Boys"," 1:53.16","800m","Florida"
"2017","3A","Jospeh Storey, Creekside, 1:53.26","Boys"," 1:53.26","800m","Florida"
"2017","2A","Danny Ferro, Calvary Christian (Fort Lau- derdale), 1:54.07","Boys"," 1:54.07","800m","Florida"
"2017","1A","Justin Bridgewater, The King's Academy, 01:55.1","Boys"," 01:55.1","800m","Florida"
"2018","4A","Sukeil Foucha, Piper (Sunrise), 1:55.13","Boys"," 1:55.13","800m","Florida"
"2018","3A","Hugh Brittenham, Estero, 1:52.40","Boys"," 1:52.40","800m","Florida"
"2018","2A","Danny Ferro, Calvary Christian (Fort Lauderdale), 1:52:12","Boys"," 1:52:12","800m","Florida"
"2018","1A","Trevor Foley, Citrus Park, 1:55.27","Boys"," 1:55.27","800m","Florida"
"2019","4A","Sukeil Foucha, Piper (Sunrise), 1:51.00","Boys"," 1:51.00","800m","Florida"
"2019","3A","Hugh Brittenham, Estero, 1:52.95","Boys"," 1:52.95","800m","Florida"
"2019","2A","Chase Rivera, Bolles (Jacksonville), 1:51.93","Boys"," 1:51.93","800m","Florida"
"2019","1A","Junious Brown, Maclay (Tallahassee), 01:55.3","Boys"," 01:55.3","800m","Florida"
"1980","A","A Paul McNulty, Trinity Prep (Winter Park), 04:22.4","Boys"," 04:22.4","Mile","Florida"
"1981","4A","A Bart Sellers, Largo, 4:12.4","Boys"," 4:12.4","Mile","Florida"
"1981","3A","A James Hickey, Rockledge, 4:20.1","Boys"," 4:20.1","Mile","Florida"
"1981","2A","A Paul Dinkler, P.K. Yonge (Gainesville), 4:29.7","Boys"," 4:29.7","Mile","Florida"
"1981","A","A Dan McQuaig, Montverde Academy, 4:31.9","Boys"," 4:31.9","Mile","Florida"
"1982","4A","A Brian Jaeger, Winter Park, 4:09.3","Boys"," 4:09.3","Mile","Florida"
"1982","3A","A Kenneth Milliken, Jupiter, 4:19.1","Boys"," 4:19.1","Mile","Florida"
"1982","2A","A William Convey, Ransom Everglades (Miami), 4:17.8","Boys"," 4:17.8","Mile","Florida"
"1982","A","A Gary Smith, Pensacola Christian, 4:33.0","Boys"," 4:33.0","Mile","Florida"
"1983","4A","A Ken Cheeseman, Lake Howell (Winter Park), 04:08.5","Boys"," 04:08.5","Mile","Florida"
"1983","3A","A Kurt Backman, Buchholz (Gainesville), 04:18.2","Boys"," 04:18.2","Mile","Florida"
"1983","2A","A William Convey, Ransom Everglades (Miami), 4:13.2","Boys"," 4:13.2","Mile","Florida"
"1983","A","A Kevin Cantrell, Mount Dora Bible, 4:29.6","Boys"," 4:29.6","Mile","Florida"
"1984","4A","A Ken Cheeseman, Lake Howell (Winter Park), 04:09.3","Boys"," 04:09.3","Mile","Florida"
"1984","3A","A Thomas Tissell, North Fort Myers, 4:27.8","Boys"," 4:27.8","Mile","Florida"
"1984","2A","A Jeff Wright, Cocoa Beach, 4:26.0","Boys"," 4:26.0","Mile","Florida"
"1984","A","A William Calhoun, Tampa Prep, 4:25.2","Boys"," 4:25.2","Mile","Florida"
"1985","4A","A Wilburn Penick, Seminole (Sanford), 4:18.0","Boys"," 4:18.0","Mile","Florida"
"1985","3A","A Thomas Tissell, North Fort Myers, 4:22.0","Boys"," 4:22.0","Mile","Florida"
"1985","2A","A Larry Abele, Florida High (Tallahassee), 04:20.1","Boys"," 04:20.1","Mile","Florida"
"1985","A","A Michael Claeys, Westminster Academy (Fort Lauderdale), 4:29.9","Boys"," 4:29.9","Mile","Florida"
"1986","4A","A Lemuel McEachin, Wolfson (Jacksonville), 04:17.4","Boys"," 04:17.4","Mile","Florida"
"1986","3A","A Anthony Bombassaro, Fort Myers, 4:23.97","Boys"," 4:23.97","Mile","Florida"
"1986","2A","A Kristin Smith, Admiral Farragut (St. Petersburg), 4:22.7","Boys"," 4:22.7","Mile","Florida"
"1986","A","A Michael Reynolds, Palmer (Miami), 4:30.86","Boys"," 4:30.86","Mile","Florida"
"1987","4A","A Michael Levalle, Boyd Anderson (Lauderdale Lakes), 4:15.3","Boys"," 4:15.3","Mile","Florida"
"1987","3A","A Sean Tooze, Crystal River, 4:20.88","Boys"," 4:20.88","Mile","Florida"
"1987","2A","A Thomas Cunningham, Naples, 4:25.83","Boys"," 4:25.83","Mile","Florida"
"1987","A","A Roger Dobson, Jay, 4:31.20","Boys"," 4:31.20","Mile","Florida"
"1988","4A","A Patrick McDonough, Largo, 4:15.29","Boys"," 4:15.29","Mile","Florida"
"1988","3A","A Scott Peter, Gainesville, 4:16.1","Boys"," 4:16.1","Mile","Florida"
"1988","2A","A James Knucles, Lemon Bay (Englewood), 04:27.2","Boys"," 04:27.2","Mile","Florida"
"1988","A","A Michael Reynolds, Palmer (Miami), 4:30.7","Boys"," 4:30.7","Mile","Florida"
"1989","4A","A Ted Mitchell, Lyman (Longwood), 4:15.3","Boys"," 4:15.3","Mile","Florida"
"1989","3A","A Christopher Wilson, Niceville, 4:17.70","Boys"," 4:17.70","Mile","Florida"
"1989","2A","A Herschel Johnson, P.K. Yonge (Gainesville), 04:25.2","Boys"," 04:25.2","Mile","Florida"
"1989","A","A Kyle Klomp, Santa Fe Catholic (Lakeland), 04:27.8","Boys"," 04:27.8","Mile","Florida"
"1990","4A","A Christopher Wilson, Niceville, 4:11.18","Boys"," 4:11.18","1600m","Florida"
"1990","3A","A Stephen Adderly, Atlantic (Delray Beach), 04:17.4","Boys"," 04:17.4","1600m","Florida"
"1990","2A","A Joseph Maselter, Bishop Verot (Fort Myers), 04:22.3","Boys"," 04:22.3","1600m","Florida"
"1990","A","A Lucas Theophilus, Berkshire (Homestead), 04:28.6","Boys"," 04:28.6","1600m","Florida"
"1991","4A","A Danny Harrell, Miami Jackson, 4:13.01","Boys"," 4:13.01","1600m","Florida"
"1991","3A","A Thomas Mayes, Raines (Jacksonville), 04:12.9","Boys"," 04:12.9","1600m","Florida"
"1991","2A","Brien, Bishop Kenny (Jacksonville), 4:23.7","Boys"," 4:23.7","1600m","Florida"
"1991","A","A Sean Lyden, Westminster Academy (Fort Lauderdale), 4:30.0","Boys"," 4:30.0","1600m","Florida"
"1992","4A","A Luis Prestes, Miami Beach, 4:17.54","Boys"," 4:17.54","1600m","Florida"
"1992","3A","A Martin Calvillo, Southeast (Bradenton), 04:27.9","Boys"," 04:27.9","1600m","Florida"
"1992","2A","A Samuel Graves, Marianna, 4:23.27","Boys"," 4:23.27","1600m","Florida"
"1992","A","A Christopher Malfant, Admiral Farragut (St. Petersburg), 4:31.27","Boys"," 4:31.27","1600m","Florida"
"1993","4A","A Brian Good, Washington (Pensacola), 04:19.2","Boys"," 04:19.2","1600m","Florida"
"1993","3A","A Martin Calvillo, Southeast (Bradenton), 04:18.2","Boys"," 04:18.2","1600m","Florida"
"1993","2A","A John Weiskircker, Bishop Kenny (Jacksonville), 4:18.99","Boys"," 4:18.99","1600m","Florida"
"1993","A","A Reid Montini, Benjamin (North Palm Beach), 4:31.50","Boys"," 4:31.50","1600m","Florida"
"1971","2A","Allan Rosenblum, Hialeah, 4:19.5","Boys"," 4:19.5","Mile","Florida"
"1971","A","Dennis Skelton, Chaminade (Hollywood), 04:13.2","Boys"," 04:13.2","Mile","Florida"
"1971","B","Earl Jonas, Union County (Bristol), 4:35.2","Boys"," 4:35.2","Mile","Florida"
"1971","C","Ernest Beckwith, Liberty County (Bristol), 04:36.2","Boys"," 04:36.2","Mile","Florida"
"1972","4A","Don Waters, Largo, 4:17.7","Boys"," 4:17.7","Mile","Florida"
"1972","3A","Ricky Golden, Palatka South, 4:22.9","Boys"," 4:22.9","Mile","Florida"
"1972","2A","David Whitmire, Gulf Breeze, 4:30.8","Boys"," 4:30.8","Mile","Florida"
"1972","A","John Adair, Trinity Prep (Winter Park), 4:35.0","Boys"," 4:35.0","Mile","Florida"
"1973","4A","Don Waters, Largo, 4:16.2","Boys"," 4:16.2","Mile","Florida"
"1973","3A","K. Holzwart, Bishop Barry (St. Petersburg), 04:16.6","Boys"," 04:16.6","Mile","Florida"
"1973","2A","Jason Brown, Avon Park, 4:26.2","Boys"," 4:26.2","Mile","Florida"
"1973","A","John Rowan, Greensboro, 4:31.3","Boys"," 4:31.3","Mile","Florida"
"1974","4A","Don Cook, Winter Park, 4:14.5","Boys"," 4:14.5","Mile","Florida"
"1974","3A","Cliff Betts, Fort Myers, 4:22.2","Boys"," 4:22.2","Mile","Florida"
"1974","2A","James Brown, Avon Park, 4:27.9","Boys"," 4:27.9","Mile","Florida"
"1974","A","Malory McCray, Lafayette (Mayo), 4:26.1","Boys"," 4:26.1","Mile","Florida"
"1976","4A","Tommy Herron, Lyman (Longwood), 4:10.4","Boys"," 4:10.4","Mile","Florida"
"1976","3A","Doug Overfelt, Astronaut (Titusville), 4:20.2","Boys"," 4:20.2","Mile","Florida"
"1976","2A","Thad McNulty, Trinity Prep (Winter Park), 04:20.2","Boys"," 04:20.2","Mile","Florida"
"1976","A","Willie Huggins, Greenville, 4:34.8","Boys"," 4:34.8","Mile","Florida"
"1977","4A","Dennis Sweet, Miami Jackson, 4:17.9","Boys"," 4:17.9","Mile","Florida"
"1977","3A","Doug Overfelt, Astronaut (Titusville), 4:14.0","Boys"," 4:14.0","Mile","Florida"
"1977","2A","Alphonso Williams, Avon Park, 4:19.5","Boys"," 4:19.5","Mile","Florida"
"1977","A","Sam Fead, Greenville, 4:34.7","Boys"," 4:34.7","Mile","Florida"
"1978","4A","Herbert Jackson, Brandon, 4:16.2","Boys"," 4:16.2","Mile","Florida"
"1978","3A","Jeffery Warrick, Bayshore (Bradenton), 04:15.2","Boys"," 04:15.2","Mile","Florida"
"1978","2A","Scott Scheffler, Clewiston, 4:14.7","Boys"," 4:14.7","Mile","Florida"
"1978","A","Paul McNulty, Trinity Prep (Winter Park), 04:25.0","Boys"," 04:25.0","Mile","Florida"
"1979","4A","John Cull, Columbus (Miami) (Miami), 04:13.1","Boys"," 04:13.1","Mile","Florida"
"1979","3A","Jeffery Warrick, Bayshore (Bradenton), 04:13.5","Boys"," 04:13.5","Mile","Florida"
"1979","2A","Scott Scheffler, Clewiston, 4:13.9","Boys"," 4:13.9","Mile","Florida"
"1979","A","Paul McNulty, Trinity Prep (Winter Park), 04:32.8","Boys"," 04:32.8","Mile","Florida"
"1980","4A","Basil Magee, Largo, 4:08.98","Boys"," 4:08.98","Mile","Florida"
"1980","3A","Jeffery Warrick, Bayshore (Bradenton), 04:16.8","Boys"," 04:16.8","Mile","Florida"
"1980","2A","Jose Rodriguez, LaSalle (Miami), 4:26.65","Boys"," 4:26.65","Mile","Florida"
"1994","5A","Brian Good, Washington (Pensacola), 04:16.6","Boys"," 04:16.6","1600m","Florida"
"1994","4A","Martin Calvillo, Southeast (Bradenton), 04:22.7","Boys"," 04:22.7","1600m","Florida"
"1994","3A","Adam Spater, Lecanto, 4:23.8","Boys"," 4:23.8","1600m","Florida"
"1994","2A","Rhett Russenberger, Pensacola Catholic, 04:29.1","Boys"," 04:29.1","1600m","Florida"
"1994","A","William Strawbridge, Lakeland Christian, 04:33.7","Boys"," 04:33.7","1600m","Florida"
"1995","6A","Matt Sisk, Manatee (Bradenton), 4:18.18","Boys"," 4:18.18","1600m","Florida"
