MEET,,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,100 Yd,1950,3,"Sands, Robert",Cranston,,,,,,
States,,100 Yd,1950,4,"Kanary, George",Central,,,,, ,
States,,100 Yd,1950,5,"Allen, William",East Providence,,,,, ,
States,,100 Yd,1950,6,"Washburn, Robert",Mount Pleasant,,,,, ,
States,,220 Yd  ,1950,1,"Lachappelle, Paul",LaSalle,22.6,,,, ,
States,,220 Yd,1950,2,"Ryan, Timothy",LaSalle,,,,, ,
States,,220 Yd,1950,3,"McCloud, Chuck",Central,,,,, ,
States,,220 Yd,1950,4,"Morris, Richard",East Providence,,,,, ,
States,,220 Yd,1950,5,"Rosenthal, Jerry",Woonsocket,,,,, ,
States,,220 Yd,1950,6,"Seidel, Art",Pawtucket East,,,,, ,
States,,440 Yd,1950,1,"Kehoe, David",LaSalle,51.4,,,, ,
States,,440 Yd,1950,2,"Bomes, Harvey",Hope,51.6,,,, ,
States,,440 Yd,1950,3,"Ryan, Timothy",LaSalle,51.8,,,, ,
States,,440 Yd,1950,4,"Pizzo, Joseph",Hope,54.3,,,, ,
States,,440 Yd,1950,5,"Bates, Robert",East Providence,54.4,,,, ,
States,,440 Yd,1950,6,"McCullough, Donald",East Providence,55.1,,,, ,
States,,880 Yd,1950,1,"Conde, Richard",LaSalle,2:03.6,,,,,
States,,880 Yd,1950,2,"Joyce, Alan",Classical,2:05.4,,,, ,
States,,880 Yd,1950,3,"Schmith, Albert",LaSalle,2:07.7,,,, ,
States,,880 Yd,1950,4,"Herman, Robert",Hope,2:08.7,,,, ,
States,,880 Yd,1950,5,"Alves, John",Hope,,,,, ,
States,,880 Yd,1950,6,"Steere, Robert",Classical,,,,, ,
States,,Mile,1950,1,"Ollen, Richard",Cranston,4:38.6,,,, ,
States,,Mile,1950,2,"Conde, Robert",LaSalle,,,,,,
States,,Mile,1950,3,"Croasdale, Thomas",East Providence,,,,, ,
States,,Mile,1950,4,"Mitchroney, Dominic",LaSalle,,,,, ,
States,,Mile,1950,5,"Butler, Henry",Rogers,,,,, ,
States,,Mile,1950,6,"Henningan, William",LaSalle,,,,, ,
States,,Shot Put,1951,1,"Bates, Richard",Classical,"51'1 3/4""",15.59 m,,, ,
States,,Shot Put,1951,2,"Baker, Nathaniel",Classical,"50'3 1/4""",15.32 m,,, ,
States,,Shot Put,1951,3,"Sylvester, Robert",Mount Pleasant,"47'3 1/2""",14.41 m,,, ,
States,,Shot Put,1951,4,"Faison, Lloyd",Rogers,"45'8 1/4""",13.92 m,,, ,
States,,Shot Put,1951,5,"Clanton, Melvin",Hope,"45'3""",13.79 m,,, ,
States,,Shot Put,1951,6,"Lenz, Phillip",Barrington,"44'8 1/4""",13.62 m,,, ,
States,,Discus# (College Discus),1951,1,"Baker, Nathaniel",Classical,"125'7 3/4""",38.28 m,,, ,
States,,Discus# (College Discus),1951,2,"Bates, Richard",Classical,"124'4 1/2""",37.90 m,,, ,
States,,Discus# (College Discus),1951,3,"Sylvester, Robert",Mount Pleasant,"121'1""",36.90 m,,, ,
States,,Discus# (College Discus),1951,4,"Lisbon, Peter",Classical,"120'1 3/4""",36.60 m,,, ,
States,,Discus# (College Discus),1951,5,"Marrinan, Joseph",LaSalle,"112'5 3/4""",34.26 m,,, ,
States,,Discus# (College Discus),1951,6,"Baccari, Michael",Classical,"106'0 5/8""",32.30 m,,, ,
States,,Hammer,1951,1,"DeSisto, John",Barrington,"154'11 3/4""",47.22 m,,, ,
States,,Hammer,1951,2,"Kehoe, Gerold",LaSalle,"143'2 1/8""",43.64 m,,, ,
States,,Hammer,1951,3,"Proctor, Albert",Aldrich,"142'8 1/2""",43.48 m,,, ,
States,,Hammer,1951,4,"Barnes, Norm",Cranston,"133'7 1/4""",40.72 m,,, ,
States,,Hammer,1951,5,"Brown, Carl",East Providence,"131'7""",40.10 m,,, ,
States,,Hammer,1951,6,"Raposa, Frank",LaSalle,"124'4 1/2""",37.90 m,,, ,
States,,Javelin (Old Standard),1951,1,"Lauro, Richard",Mount Pleasant,"171'11 1/2""",52.40 m,,, ,
States,,Javelin (Old Standard),1951,2,"Baccari, Michael",Classical,"168'10""",51.46 m,,, ,
States,,Javelin (Old Standard),1951,3,"Lincoln, George",Hope,"164'0""",49.98 m,,, ,
States,,Javelin (Old Standard),1951,4,"Campagnone, John",LaSalle,"156'1""",47.57 m,,, ,
States,,Javelin (Old Standard),1951,5,"Maiello, Edward",Classical,"152'0 1/2""",46.32 m,,, ,
States,,Javelin (Old Standard),1951,6,"Weinstein, Ira",Hope,"145'6""",44.34 m,,, ,
States,,High Jump,1951,1,"Andrade, Edwin",Hope,"6'1""",1.85 m,,, ,
States,,High Jump,1951,2,"Perry, Henry",East Providence,,,,, ,
States,,High Jump,1951,3,"Joyal, Robert",Central,"5'11""",1.80 m,,, ,
States,,High Jump,1951,T-4,"Sullivan, Henry",Rogers,"5'10""",1.78 m,,, ,
States,,High Jump,1951,T-4,"Grant, Robert",Barrington,"5'10""",1.78 m,,, ,
States,,High Jump,1951,6,"Devaney, John",St. Raphael's,"5'6""",1.67 m,,, ,
States,,Long Jump,1951,1,"Sands, Robert",Cranston,"20'4 5/8""",6.21 m,,,,
States,,Long Jump,1951,2,"Perry, Henry",East Providence,"20'2 1/4""",6.15 m,,, ,
States,,Long Jump,1951,3,"Andrade, Edwin",Hope,"20'0 3/4""",6.11 m,,,,
States,,Long Jump,1951,4,"Perry, George",Westerly,"19'10 1/2""",6.05 m,,, ,
States,,Long Jump,1951,5,"O'Connell, William",Classical,"19'9""",6.02 m,,, ,
States,,Long Jump,1951,6,"Foley, John",LaSalle,"19'7""",5.97 m,,, ,
States,,Pole Vault,1951,1,"Lyons, Larry",Barrington,"11'6""",3.50 m,,, ,
States,,Pole Vault,1951,T-2,"Lewis, Robert",Aldrich,"11'0""",3.35 m,,, ,
States,,Pole Vault,1951,T-2,"Andrade, Edwin",Hope,"11'0""",3.35 m,,,,
States,,Pole Vault,1951,T-2,"Cormier, William",Cranston,"11'0""",3.35 m,,, ,
States,,Pole Vault,1951,T-2,"Blake, John",Pawtucket East,"11'0""",3.35 m,,, ,
States,,Pole Vault,1951,6,"Carter, Michael",Barrington,"10'6""",3.20 m,,, ,
States,,120 Yd High Hurdles,1951,1,"Ratta, Richard",East Providence,16.2,,,, ,
States,,120 Yd High Hurdles,1951,2,"Morris, Richard",East Providence,,,,, ,
States,,120 Yd High Hurdles,1951,3,"Slocum, Dean",LaSalle,,,,, ,
States,,120 Yd High Hurdles,1951,4,"Ralston, Rodney",Cranston,,,,, ,
States,,120 Yd High Hurdles,1951,5,"Fahey, John",LaSalle,,,,, ,
States,,120 Yd High Hurdles,1951,6,"McGarr, Richard",LaSalle,,,,, ,
States,,220 Yd Low Hurdles,1951,1,"Ratta, Richard",East Providence,25.4,,,, ,
States,,220 Yd Low Hurdles,1951,2,"Morris, Richard",East Providence,,,,, ,
States,,220 Yd Low Hurdles,1951,3,"Slocum, Dean",LaSalle,,,,, ,
States,,220 Yd Low Hurdles,1951,4,"Cohen, Joel",Hope,,,,, ,
States,,220 Yd Low Hurdles,1951,5,"Ralston, Rodney",Cranston,,,,, ,
States,,100 Yd,1951,1,"Sands, Robert",Cranston,10.4,,,,,
States,,100 Yd,1951,2,"Kanary, George",Central,,,,, ,
States,,100 Yd,1951,3,"Lachappelle, Paul",LaSalle,,,,, ,
States,,100 Yd,1951,4,"Allen, William",East Providence,,,,, ,
States,,100 Yd,1951,5,"Rossi, Lou",Hope,,,,, ,
States,,100 Yd,1951,6,"Greenhalgh, William",Cranston,,,,, ,
States,,220 Yd  ,1951,1,"Lachappelle, Paul",LaSalle,22.6,,,, ,
States,,220 Yd,1951,2,"Kanary, George",Central,,,,, ,
States,,220 Yd,1951,3,"Sands, Robert",Cranston,,,,,,
States,,220 Yd,1951,4,"Allen, William",East Providence,,,,, ,
States,,220 Yd,1951,5,"Weston, William",Rogers,,,,, ,
States,,220 Yd,1951,6,"Perry, George",Westerly,,,,, ,
States,,440 Yd,1951,1,"Weston, William",Rogers,51.0,,,, ,
States,,440 Yd,1951,2,"Bomes, Harvey",Hope,,,,, ,
States,,440 Yd,1951,3,"Bates, Robert",East Providence,,,,, ,
States,,440 Yd,1951,4,"Conde, Robert",LaSalle,,,,, ,
States,,880 Yd,1951,1,"Conde, Robert",LaSalle,2:01.6,,,,,
States,,880 Yd,1951,2,"Allen, Robert",East Providence,2:03.9,,,,,
States,,880 Yd,1951,3,"Conboy, Luke",LaSalle,2:05.4,,,, ,
States,,880 Yd,1951,4,"Lewis, Arthur",East Providence,2:05.6,,,, ,
States,,880 Yd,1951,5,"Brown, James",Classical,2:09.7,,,, ,
States,,880 Yd,1951,6,"Hole, Ed",Rogers,2:11.1,,,,,
States,,Mile,1951,1,"Horridge, William",Central,4:36.2,,,,,
States,,Mile,1951,2,"MacQuattie, William",Barrington,,,,,,
States,,Mile,1951,3,"Croasdale, Thomas",East Providence,,,,, ,
States,,Mile,1951,4,"Corrigan, James",LaSalle,,,,, ,
States,,Mile,1951,5,"Samuelian, Richard",Hope,,,,, ,
States,,Mile,1951,6,"Hammond, Bill",Cranston,,,,, ,
States,,Shot Put,1952,1,"Baker, Nathaniel",Classical,"53'9 3/8""",16.39 m,,, ,
States,,Shot Put,1952,2,"Roberti, Carlos",Mount Pleasant,,,,, ,
States,,Shot Put,1952,3,"Lenz, Phillip",Barrington,,,,,,
States,,Shot Put,1952,4,"Glovine, Alfred",Classical,,,,, ,
States,,Discus# (College Discus),1952,1,"Baker, Nathaniel",Classical,"130'11 7/8""",,,, ,
States,,Discus# (College Discus),1952,2,"Roberti, Carlos",Mount Pleasant,,,,, ,
States,,Discus# (College Discus),1952,3,"McGroarty, Leo",LaSalle,,,,, ,
States,,Discus# (College Discus),1952,4,"Wasserman, Allan",Hope,,,,, ,
States,,Hammer,1952,1,"Barnes, Norm",Cranston,"147'5 1/4""",44.93 m,,, ,
States,,Hammer,1952,2,"Kehoe, Gerold",LaSalle,,,,, ,
States,,Hammer,1952,3,"Lenz, Phillip",Barrington,,,,,,
States,,Hammer,1952,4,"Webb, Richard",Cranston,,,,, ,
States,,Javelin (Old Standard),1952,1,"Weinstein, Ira",Hope,"164'8""",50.19 m,,, ,
States,,Javelin (Old Standard),1952,2,"Santaniello, Dick",LaSalle,,,,, ,
States,,Javelin (Old Standard),1952,3,"Maiello, Edward",Classical,,,,, ,
States,,Javelin (Old Standard),1952,4,"Lauro, Richard",Mount Pleasant,,,,, ,
States,,High Jump,1952,T-1,"Mairs, Robert",East Providence,"5'11""",1.80 m,,,,
States,,High Jump,1952,T-1,"Hole, Ed",Rogers,"5'11""",1.80 m,,,,
States,,High Jump,1952,T-3,"Grant, Robert",Barrington,,,,, ,
States,,High Jump,1952,T-3,"Grady, John",Cranston,,,,, ,
States,,Long Jump,1952,1,"Wells, Robert",Gorton,"21'1 3/4""",6.44 m,,,,
States,,Long Jump,1952,2,"Perry, George",Westerly,,,,, ,
States,,Long Jump,1952,3,"Lyons, Paul",Pawtucket East,,,,, ,
States,,Long Jump,1952,4,"Schneck, William",Cranston,,,,, ,
States,,Pole Vault,1952,T-1,"Sullivan, James",Hope,"10'6""",3.20 m,,, ,
States,,Pole Vault,1952,T-1,"Carter, Maurice",Barrington,"10'6""",3.20 m,,, ,
States,,Pole Vault,1952,T-1,"Senecal, Arthur",Cranston,"10'6""",3.20 m,,, ,
States,,Pole Vault,1952,T-1,"Foeri, William",East Providence,"10'6""",3.20 m,,, ,
States,,Pole Vault,1952,T-1,"Callaghan, Dennis",Hope,"10'6""",3.20 m,,, ,
States,,120 Yd High Hurdles,1952,1,"Cohen, Joel",Hope,16.4,,,, ,
States,,120 Yd High Hurdles,1952,2,"Mairs, Robert",East Providence,,,,,,
States,,120 Yd High Hurdles,1952,3,"Fahey, John",LaSalle,,,,, ,
States,,120 Yd High Hurdles,1952,4,"Arcaro, Harold",Classical,,,,, ,
States,,220 Yd Low Hurdles,1952,1,"Cohen, Joel",Hope,26.5,,,, ,
States,,220 Yd Low Hurdles,1952,2,"Mairs, Robert",East Providence,,,,,,
States,,220 Yd Low Hurdles,1952,3,"Fahey, John",LaSalle,,,,, ,
States,,220 Yd Low Hurdles,1952,4,"Malloy, James",LaSalle,,,,, ,
States,,100 Yd,1952,1,"Mattos, William",Mount Pleasant,10.5,,,, ,
States,,100 Yd,1952,2,"Rossi, Lou",Hope,,,,, ,
States,,100 Yd,1952,3,"Lord, Donald",Mount Pleasant,,,,, ,
States,,100 Yd,1952,4,"Ganz, Elliott",Hope,,,,, ,
States,,220 Yd,1952,1,"Lord, Donald",Mount Pleasant,23.3,,,, ,
States,,220 Yd,1952,2,"Rossi, Lou",Hope,,,,, ,
States,,220 Yd,1952,3,"Bates, Robert",East Providence,,,,, ,
States,,220 Yd,1952,4,"Perry, George",Westerly,,,,, ,
States,,440 Yd,1952,1,"Bates, Robert",East Providence,50.4,,,, ,
States,,440 Yd,1952,2,"Marchesani, Tony",Classical,52.0,,,, ,
States,,440 Yd,1952,3,"Langlois, Roger",LaSalle,,,,, ,
States,,440 Yd,1952,4,"Iannuzzi, Vincent",LaSalle,,,,, ,
States,,880 Yd,1952,1,"Allen, Robert",East Providence,2:02.7,,,,,
States,,880 Yd,1952,2,"MacQuattie, Donald",Barrington,2:05.1,,,,,
States,,880 Yd,1952,3,"Mitchell, Carl",LaSalle,2:05.8,,,, ,
States,,880 Yd,1952,4,"Egan, Thomas",LaSalle,2:06.2,,,, ,
States,,Mile,1952,1,"MacQuattie, William",Barrington,4:38.6,,,,,
States,,Mile,1952,2,"O'Brien, Al",Cranston,,,,, ,
States,,Mile,1952,3,"Williston, Kenneth",Pawtucket East,,,,, ,
States,,Mile,1952,4,"Harrington, Thomas",LaSalle,,,,, ,
States,,Shot Put,1953,1,"Aron, Edward",Hope,"51'3 1/4""",15.62 m,,, ,
States,,Shot Put,1953,2,"Lenz, Phillip",Barrington,,,,,,
States,,Shot Put,1953,3,"Locke, Raymond",Barrington,,,,,,
States,,Shot Put,1953,4,"DeStefano, Richard",Barrington,,,,, ,
States,,Discus# (College Discus),1953,1,"Lenz, Phillip",Barrington,"111'0""",33.83 m,,,,
States,,Discus# (College Discus),1953,2,"McGroarty, Leo",Mount Pleasant,,,,, ,
States,,Discus# (College Discus),1953,3,"McDaniel, Everett",East Providence,,,,, ,
States,,Discus# (College Discus),1953,4,"Cohen, John",Classical,,,,, ,
States,,Hammer,1953,1,"Cutler, Charles",Cranston,"164'5""",50.11 m,,, ,
States,,Hammer,1953,2,"Lenz, Phillip",Barrington,,,,,,
States,,Hammer,1953,3,"DeStefano, Richard",Barrington,,,,, ,
States,,Hammer,1953,4,"Kindlund, Kenneth",Aldrich,,,,, ,
States,,Javelin (Old Standard),1953,1,"Barszcz, Vincent",Central,"162'2 7/8""",49.42 m,,, ,
States,,Javelin (Old Standard),1953,2,"Comeau, Robert",Woonsocket,,,,, ,
States,,Javelin (Old Standard),1953,3,"Aron, Edward",Hope,,,,, ,
States,,Javelin (Old Standard),1953,4,"Beaton, Robert",Classical,,,,, ,
States,,High Jump,1953,1,"Mairs, Robert",East Providence,"5'9""",1.75 m,,,,
States,,High Jump,1953,2,"Tripplett, Ernest",Rogers,,,,, ,
States,,High Jump,1953,3,"Hickey, William",LaSalle,,,,, ,
States,,High Jump,1953,T-4,"Glovine, Alfred",Classical,,,,, ,
States,,High Jump,1953,T-4,"Addison, William",Pawtucket East,,,,, ,
States,,Long Jump,1953,1,"Nelson, Robert",Pawtucket East,"20'5 1/4""",6.23 m,,,,
States,,Long Jump,1953,2,"Tunstall, Bob",Hope,,,,, ,
States,,Long Jump,1953,3,"Fuller, David",Aldrich,,,,, ,
States,,Long Jump,1953,4,"Hodosh, Marvin",Classical,,,,, ,
States,,Pole Vault,1953,T-1,"Carter, Maurice",Barrington,"11'0""",3.35 m,,, ,
States,,Pole Vault,1953,T-1,"Sullivan, James",Hope,"11'0""",3.35 m,,, ,
States,,Pole Vault,1953,T-1,"Broderick, Robert",Hope,"11'0""",3.35 m,,, ,
States,,Pole Vault,1953,T-1,"Gaige, Fred",Hope,"11'0""",3.35 m,,,,
States,,120 Yd High Hurdles,1953,1,"Mairs, Robert",East Providence,15.7,,,,,
States,,120 Yd High Hurdles,1953,2,"Fahey, John",LaSalle,,,,, ,
States,,120 Yd High Hurdles,1953,3,"Griffin, Lewis",Hope,,,,, ,
States,,120 Yd High Hurdles,1953,4,"Addison, William",Pawtucket East,,,,, ,
States,,220 Yd Low Hurdles,1953,1,"Mairs, Robert",East Providence,25.5,,,,,
States,,220 Yd Low Hurdles,1953,2,"Fahey, John",LaSalle,,,,, ,
States,,220 Yd Low Hurdles,1953,3,"Griffin, Lewis",Hope,,,,, ,
States,,220 Yd Low Hurdles,1953,4,"Daluz, Joseph",Hope,,,,, ,
States,,100 Yd,1953,1,"Foley, Paul",Cranston,10.5,,,, ,
States,,100 Yd,1953,2,"Comeau, Robert",Woonsocket,,,,, ,
States,,100 Yd,1953,3,"Rebe, Sol",Hope,,,,, ,
States,,100 Yd,1953,4,"Tripplett, Ernest",Rogers,,,,, ,
States,,220 Yd  ,1953,1,"Comeau, Robert",Woonsocket,22.7,,,, ,
States,,220 Yd,1953,2,"Rebe, Sol",Hope,,,,, ,
States,,220 Yd,1953,3,"Dupuis, Louis",St. Raphael's,,,,, ,
States,,220 Yd,1953,4,"Foley, Paul",Cranston,,,,, ,
States,,440 Yd,1953,1,"Marchesani, Tony",Classical,51.3,,,, ,
States,,440 Yd,1953,2,"Taylor, Richard",Cranston,53.6,,,, ,
States,,440 Yd,1953,3,Berlan,Hope,54.0,,,,fn,
States,,440 Yd,1953,4,"Harris, Gilbert",East Providence,54.3,,,, ,
States,,880 Yd,1953,1,"Tripplett, Ernest",Rogers,2:03.5,,,, ,
States,,880 Yd,1953,2,"Brown, James",Classical,2:05.5,,,, ,
States,,880 Yd,1953,3,"Nuttall, Robert",East Providence,2:06.2,,,, ,
States,,880 Yd,1953,4,"Langston, Austin",Hope,2:09.0,,,, ,
States,,Mile,1953,1,"Gormally, John",LaSalle,4:35.5,,,, ,
States,,Mile,1953,2,"Williston, Kenneth",Pawtucket East,,,,, ,
States,,Mile,1953,3,"Hanlon, William",LaSalle,,,,, ,
States,,Mile,1953,4,"O'Brien, Al",Cranston,,,,, ,
States,,Shot Put,1954,1,"Bertolini, William",Classical,"53'2 3/4""",16.22 m,,, ,
States,,Shot Put,1954,2,"McGroarty, Leo",Mount Pleasant,"48'10""",14.88 m,,, ,
States,,Shot Put,1954,3,"Frattaruolo, Vincent",Hope,"48'8""",14.83 m,,, ,
States,,Shot Put,1954,4,"DeStefano, Richard",Barrington,"48'2 1/2""",14.69 m,,, ,
States,,Discus# (College Discus),1954,1,"McDaniel, Everett",East Providence,"122'5 1/2""",37.31 m,,, ,
States,,Discus# (College Discus),1954,2,"McGroarty, Leo",Mount Pleasant,"121'8 3/4""",37.08 m,,, ,
States,,Discus# (College Discus),1954,3,"Schein, David",Classical,"121'7 3/4""",37.06 m,,, ,
States,,Discus# (College Discus),1954,4,"Ricciardi, Guido",Mount Pleasant,"116'6 1/2""",35.50 m,,, ,
States,,Hammer,1954,1,"McDaniel, Everett",East Providence,"161'5 1/4""",49.20 m,,, ,
States,,Hammer,1954,2,"Johnson, Duncan",Classical,"160'4""",48.86 m,,, ,
States,,Hammer,1954,3,"DeStefano, Richard",Barrington,"156'7 1/4""",47.72 m,,, ,
States,,Hammer,1954,4,"Pflug, John",Barrington,"143'7 3/4""",43.76 m,,, ,
States,,Javelin (Old Standard),1954,1,"Corey, Lou",Pawtucket East,"172'6 7/8""",52.58 m,,, ,
States,,Javelin (Old Standard),1954,2,"Cassiday, Francis",LaSalle,"164'11""",50.26 m,,, ,
States,,Javelin (Old Standard),1954,3,"Barszcz, Vincent",Central,"163'0 7/8""",49.68 m,,, ,
States,,Javelin (Old Standard),1954,4,"Santangini, Joseph",Classical,"158'5""",48.28 m,,, ,
States,,High Jump,1954,1,"Mairs, Robert",East Providence,"5'10 1/4""",1.78 m,,,,
States,,High Jump,1954,2,"Tripplett, Ernest",Rogers,"5'8 1/4""",1.73 m,,, ,
States,,High Jump,1954,T-3,"Marchand, Harold",Aldrich,"5'6 1/2""",1.69 m,,, ,
States,,High Jump,1954,T-3,"Beaton, Robert",Classical,"5'6 1/2""",1.69 m,,, ,
States,,High Jump,1954,T-3,"Wallace, Ike",Hope,"5'6 1/2""",1.69 m,,,,
States,,High Jump,1954,T-3,Connolly,St. Raphael's,"5'6 1/2""",1.69 m,,,fn,
States,,Long Jump,1954,1,"Nelson, Robert",Pawtucket East,"21'2 7/8""",6.47 m,,,,
States,,Long Jump,1954,2,"Gaige, Fred",Hope,"20'11""",6.37 m,,,,
States,,Long Jump,1954,3,"Tunstall, Bob",Hope,"20'0 3/8""",6.10 m,,, ,
States,,Long Jump,1954,4,"Tripplett, George",Rogers,"19'11""",6.07 m,,, ,
States,,Pole Vault,1954,T-1,"Gaige, Fred",Hope,"11'6""",3.50 m,,,,
States,,Pole Vault,1954,T-1,"Beaton, Robert",Classical,"11'6""",3.50 m,,, ,
States,,Pole Vault,1954,3,"Cook, Walter",LaSalle,"11'0""",3.35 m,,, ,
States,,Pole Vault,1954,4,"Gelinas, George",East Providence,"10'6""",3.20 m,,, ,
States,,120 Yd High Hurdles,1954,1,"Mairs, Robert",East Providence,15.5,,,,,
States,,120 Yd High Hurdles,1954,2,"Gaige, Fred",Hope,,,,,,
States,,120 Yd High Hurdles,1954,3,"Daluz, Joseph",Hope,,,,, ,
States,,120 Yd High Hurdles,1954,4,"Fink, Ronald",Cranston,,,,, ,
States,,220 Yd Low Hurdles,1954,1,"Mairs, Robert",East Providence,25.6,,,,,
States,,220 Yd Low Hurdles,1954,2,"Aguiar, Joseph",LaSalle,,,,, ,
States,,220 Yd Low Hurdles,1954,3,"Fink, Ronald",Cranston,,,,, ,
States,,220 Yd Low Hurdles,1954,4,"Petorella, Roger",Hope,,,,, ,
States,,100 Yd,1954,1,"Blampied, Douglas",Aldrich,10.3,,,, ,
States,,100 Yd,1954,2,"O'Brien, James",LaSalle,,,,, ,
States,,100 Yd,1954,3,"Harris, Gilbert",East Providence,,,,, ,
States,,100 Yd,1954,4,"Whitting, Maxwell",Central,,,,, ,
States,,220 Yd  ,1954,1,"Harris, Gilbert",East Providence,23.3,,,, ,
States,,220 Yd,1954,2,"Simmons, Robert",Pawtucket East,,,,, ,
States,,220 Yd,1954,3,"Searcy, Seth",Rogers,,,,, ,
States,,220 Yd,1954,4,"Cruchon, Francis",LaSalle,,,,, ,
States,,440 Yd,1954,1,"Daluz, Joseph",Hope,53.0,,,, ,
States,,440 Yd,1954,2,"Calise, George",East Providence,53.5,,,, ,
States,,440 Yd,1954,3,"Tetreault, Leon",LaSalle,53.6,,,, ,
States,,440 Yd,1954,4,"Simmons, Robert",Pawtucket East,53.8,,,, ,
States,,880 Yd,1954,1,"MacQuattie, Donald",Barrington,1:58.3,,,,,
States,,880 Yd,1954,2,"Tripplett, Ernest",Rogers,2:01.5,,,, ,
States,,880 Yd,1954,3,"Williston, Kenneth",Pawtucket East,2:06.0,,,, ,
States,,880 Yd,1954,4,"Dugan, John",Mount Pleasant,2:06.6,,,, ,
States,,Mile,1954,1,"St. Vincent, Ray",Barrington,4:43.3,,,, ,
States,,Mile,1954,2,"Amerantes, Frank",East Providence,,,,, ,
States,,Mile,1954,3,"Hanson, Robert",Barrington,,,,, ,
States,,Mile,1954,4,"Gederman, Harry",Mount Pleasant,,,,,,
States,,Shot Put,1955,1,"Locke, Raymond",Barrington,"58'5""",17.80 m,,,,
States,,Shot Put,1955,2,"Bertolini, William",Classical,,,,, ,
States,,Shot Put,1955,3,"Frattaruolo, Vincent",Hope,,,,, ,
States,,Shot Put,1955,4,"DeStefano, Richard",Barrington,,,,, ,
States,,Discus# (College Discus),1955,1,"Bertolini, William",Classical,"123'5 3/4""",37.62 m,,, ,
States,,Discus# (College Discus),1955,2,"Hannaway, Daniel",LaSalle,,,,, ,
States,,Discus# (College Discus),1955,3,"McDowell, Ed",Hope,,,,, ,
States,,Discus# (College Discus),1955,4,"Pflug, John",Barrington,,,,, ,
States,,Hammer,1955,1,"Johnson, Duncan",Classical,"167'11 1/4""",51.18 m,,, ,
States,,Hammer,1955,2,"DeStefano, Richard",Barrington,,,,, ,
States,,Hammer,1955,3,"Pflug, John",Barrington,,,,, ,
States,,Hammer,1955,4,"Cooney, James",LaSalle,,,,, ,
States,,Javelin (Old Standard),1955,1,"Cassiday, Francis",LaSalle,"190'0 1/2""",57.91 m,,, ,
States,,Javelin (Old Standard),1955,2,"Wojcik, Walter",Hope,,,,, ,
States,,Javelin (Old Standard),1955,3,"Salk, Steve",Classical,,,,, ,
States,,Javelin (Old Standard),1955,4,"Dionne, William",LaSalle,,,,, ,
States,,High Jump,1955,T-1,"Gontarek, Robert",Classical,"5'8""",1.73 m,,,,
States,,High Jump,1955,T-1,"Rollins, John",LaSalle,"5'8""",1.73 m,,,,
States,,High Jump,1955,3,"Daluz, Joseph",Hope,,,,, ,
States,,High Jump,1955,T-4,"Wallace, Ike",Hope,,,,,,
States,,High Jump,1955,T-4,"Johnson, Don",Hope,,,,,,
States,,High Jump,1955,T-4,"Brown, Herman",Mount Pleasant,,,,,,
States,,High Jump,1955,T-4,"Thum, Wes",Aldrich,,,,, ,
States,,Long Jump,1955,1,"Gaige, Fred",Hope,"20'9 1/4""",6.33 m,,,,
States,,Long Jump,1955,2,"Melfi, Anthony",Cranston,,,,, ,
States,,Long Jump,1955,3,"Maio, John",Cranston,,,,, ,
States,,Long Jump,1955,4,"Gontarek, Robert",Classical,,,,,,
States,,Pole Vault,1955,T-1,"Gaige, Fred",Hope,"11'6""",3.50 m,,,,
States,,Pole Vault,1955,T-1,"Korabashian, Sarkis",Classical,,,,, ,
States,,Pole Vault,1955,T-3,"Cook, Walter",LaSalle,,,,, ,
States,,Pole Vault,1955,T-3,"Blake, Robert",Pawtucket East,,,,,,
States,,120 Yd High Hurdles,1955,1,"Gaige, Fred",Hope,15.5,,,,,
States,,120 Yd High Hurdles,1955,2,"Reisert, John",LaSalle,,,,, ,
States,,120 Yd High Hurdles,1955,3,"Petorella, Roger",Hope,,,,, ,
States,,120 Yd High Hurdles,1955,4,"Corey, Arthur",LaSalle,,,,, ,
States,,180 Yd Low Hurdles,1955,1,"Daluz, Joseph",Hope,20.5,,,, ,
States,,180 Yd Low Hurdles,1955,2,"Aguiar, Joseph",LaSalle,,,,, ,
States,,180 Yd Low Hurdles,1955,3,"Petorella, Roger",Hope,,,,, ,
States,,180 Yd Low Hurdles,1955,4,"Mairs, Steve",East Providence,,,,,,
States,,100 Yd,1955,1,"O'Brien, James",LaSalle,10.3,,,, ,
States,,100 Yd,1955,2,"McGinn, Joseph",Mount Pleasant,,,,, ,
States,,100 Yd,1955,3,"Drew, Ned",Aldrich,,,,, ,
States,,100 Yd,1955,4,"Hyman, Robert",Central,,,,,,
States,,220 Yd  ,1955,1,"O'Brien, James",LaSalle,23.1,,,, ,
States,,220 Yd,1955,2,"Scannapieco, Gus",Classical,,,,, ,
States,,220 Yd,1955,3,"Thayer, Dennis",Hope,,,,, ,
States,,220 Yd,1955,4,"Blake, Robert",Pawtucket East,,,,,,
States,,440 Yd,1955,1,"Calise, George",East Providence,52.2,,,, ,
States,,440 Yd,1955,2,"Scannapieco, Gus",Classical,,,,, ,
States,,440 Yd,1955,3,"Daluz, Joseph",Hope,,,,, ,
States,,440 Yd,1955,4,"Thum, Wes",Aldrich,,,,, ,
States,,880 Yd,1955,1,"Lendry, Donald",LaSalle,2:00.9,,,, ,
